Feature	Gain	Cover	Frequency
Master_Finiciomora	0.00253285649856231	0.00801275092951965	0.00428571428571429
thomebanking	0.00250883301179808	0.00404412002901622	0.00385714285714286
Master_msaldopesos	0.00249979251832683	0.00572886406365871	0.00571428571428571
ccallcenter_transacciones	0.00245726624246272	0.00796739591788927	0.00557142857142857
Master_mconsumospesos	0.00243725599767578	0.00725574407733016	0.00628571428571429
matm	0.0024272957810531	0.00198767696426054	0.00557142857142857
Visa_msaldodolares	0.00236929787690614	0.0040389404495639	0.00442857142857143
mplazo_fijo_dolares	0.00236542312986949	0.0109450565569901	0.00657142857142857
Master_cconsumos	0.00224750499523723	0.000513953115758856	0.00442857142857143
mcomisiones_otras	0.00221423620666583	0.000725929375475551	0.00242857142857143
ccuenta_debitos_automaticos	0.00217778908092342	0.00524768952360919	0.00528571428571429
Visa_fultimo_cierre	0.00190493420601701	0.000694488285672913	0.00471428571428571
cmobile_app_trx	0.00186413367080346	0.0107715139464741	0.00557142857142857
mcaja_ahorro_adicional	0.00185910080236268	0.0112329948965098	0.00671428571428571
Visa_mpagosdolares	0.001827521113896	0.00573879349800399	0.00514285714285714
catm_trx	0.00180503167417102	0.00242377619505561	0.00357142857142857
cpagodeservicios	0.00174781475235374	0.00584244865577225	0.00385714285714286
tcuentas	0.00167073240121889	0.0159139870645076	0.00614285714285714
cextraccion_autoservicio	0.00161067757050745	0.000421272462122272	0.00342857142857143
mextraccion_autoservicio	0.00155419353411648	0.00751009016150147	0.00442857142857143
mtarjeta_master_descuentos	0.00152870231477271	0.00474879710941936	0.00328571428571429
ccajas_consultas	0.0014116988291995	0.00234092835130716	0.00471428571428571
Visa_mconsumototal	0.00137901721434299	0.000170003104086113	0.00257142857142857
mprestamos_prendarios	0.00133845410875951	0.0185444302596351	0.00671428571428571
mpagodeservicios	0.00130463841349961	0.00346109822564644	0.00271428571428571
cseguro_auto	0.00126434359509563	0.0146509147035603	0.00514285714285714
catm_trx_other	0.00124561234623699	0.01016316382159	0.005
minversion1_pesos	0.00122560165332903	0.0151653611126003	0.00628571428571429
Master_mpagosdolares	0.00120502421612826	0.00406320844479854	0.00428571428571429
Master_mpagado	0.00113291073728227	0.000306597030742637	0.00171428571428571
Master_fultimo_cierre	0.00113047614049751	0.00588171378385412	0.00428571428571429
minversion2	0.000975430620708997	0.0195867106505264	0.00671428571428571
ccheques_emitidos	0.000884351531034087	0.00980120097690784	0.00342857142857143
tcallcenter	0.000859081682408753	0.00137753928691944	0.00242857142857143
active_quarter	0.000782716979521185	0.000720116651554093	0.002
ccajas_otras	0.000778705899381875	0.00640255266355843	0.00285714285714286
matm_other	0.00075983967029899	0.00577768484200167	0.00257142857142857
ccaja_ahorro	0.000755228591242547	0.000844007004845961	0.00142857142857143
cseguro_accidentes_personales	0.000691987648832979	0.00550948586197554	0.00285714285714286
ccheques_depositados	0.000659210891817167	0.00958679384926949	0.00328571428571429
Master_mconsumosdolares	0.000611111300791608	0.00595158343735973	0.00285714285714286
mforex_buy	0.000559939426128574	0.0015949366872313	0.00142857142857143
ccomisiones_mantenimiento	0.000536689629349375	0.00145010679697827	0.00142857142857143
cforex_sell	0.000505062155854529	0.00245988322903842	0.00142857142857143
cinversion2	0.000470803856467996	0.00177621433981599	0.00142857142857143
mtarjeta_visa_descuentos	0.000447763236406328	0.000250076808815177	0.000714285714285714
mcajeros_propios_descuentos	0.000432768634543697	0.00014269143845165	0.001
ctarjeta_visa_descuentos	0.00039170465526379	0.000297735550923616	0.000857142857142857
mforex_sell	0.000382639109592358	0.00010886779295592	0.000857142857142857
cprestamos_prendarios	0.000377718962214944	0.00204787145830808	0.00114285714285714
Visa_delinquency	0.000373271123746222	0.000114454212227768	0.000714285714285714
cprestamos_hipotecarios	0.000353524455013776	9.73872817987096e-07	0.000142857142857143
cseguro_vida	0.00035256688958579	4.06992384456957e-05	0.000428571428571429
ctarjeta_visa	0.000331933836415458	5.01684352451316e-06	0.000285714285714286
ccajeros_propios_descuentos	0.00031236588707321	0.00837052586680961	0.00285714285714286
cseguro_vivienda	0.000306302300907631	1.44606128352288e-05	0.000428571428571429
ccajas_extracciones	0.000294683453216194	0.000109096640354403	0.000428571428571429
mcheques_depositados	0.000226634320238682	0.00248779244065781	0.001
ccajas_transacciones	0.000225681551089334	5.65990471424929e-05	0.000714285714285714
Master_delinquency	0.000207518139683316	1.5358203187055e-05	0.000428571428571429
Master_mconsumototal	0.000191719225523149	0.000540896082806875	0.000428571428571429
ccajas_depositos	0.00019029354074544	1.63625889915064e-05	0.000285714285714286
mprestamos_hipotecarios	0.000159531297396056	0.000610742851572639	0.000428571428571429
mcheques_emitidos	0.000150616237361852	0.00333970485174691	0.00114285714285714
ctarjeta_master	0.000150264118554965	1.23323320293405e-06	0.000142857142857143
ctarjeta_master_descuentos	0.000121863472970073	0.00011237678639932	0.000285714285714286
ctarjeta_master_debitos_automaticos	0.000116594542679525	0.00164380577780283	0.000714285714285714
cforex_buy	8.90525672167377e-05	0.000105109610123062	0.000142857142857143
cforex	6.82719928201869e-05	3.25217580732506e-06	0.000142857142857143
mplazo_fijo_pesos	5.52607117821075e-05	0.0020926314667024	0.000714285714285714
minversion1_dolares	4.22140515364414e-05	0.000835941405423885	0.000285714285714286
