num_iterations	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	y	dob	eol	error.message	exec.time	ei	error.model	train.time	prop.type	propose.time	se	mean	iter
1994	0.0201869979512759	0.602950417421127	88	644	0.929657942514414	42			87.7800000000025	-7.10786520383662e-05		0.0500000000029104	infill_ei	0.359999999996944	0.0012302419596239	0.930712257275564	62
1994	0.00926086736132603	0.690898797256651	492	520	0.929576621036779	9			170.16	-0.000452372176398273		0.0200000000004366	infill_ei	0.209999999999127	0.00124054232309227	0.930659379603606	29
2000	0.035574381665508	0.886064548457792	39	148	0.9295466246458	40			53.3199999999997	-9.62200108097526e-05		0.110000000000582	infill_ei	0.340000000000146	0.000843139101033689	0.931471645253747	60
1895	0.0261735768676396	0.832602391301491	103	942	0.929451840012433	0			77.989999999998				initdesign				18
873	0.0279039568181131	0.61237323808971	49	148	0.929315513480294	54			58.9200000000019	-7.99477510420395e-05		0.0799999999981083	infill_ei	0.389999999999418	0.000817342555287645	0.93142351884034	74
1151	0.0489296176996107	0.782515030591894	133	50	0.929264296240937	0			49.6899999999987				initdesign				11
1380	0.041194676600806	0.605725906310854	464	946	0.929258201139064	22			63.369999999999	-4.03761975850038e-05		0.0200000000004366	infill_ei	0.31000000000131	0.00139417269201302	0.929552392563993	42
734	0.0238600429976588	0.945208683831729	32	245	0.929216368385362	2			55.7799999999988	-0.000579951454764342		0	infill_ei	0.209999999999127	0.0010668750271	0.930729327497065	22
1431	0.0275993590713539	0.844421329621953	450	50	0.929171799886586	6			90.8400000000002	-0.000303415951709949		0.0100000000020373	infill_ei	0.209999999999127	0.00134990993148442	0.930184527414369	26
359	0.0365608303349006	0.639064337286384	309	538	0.929061824581347	60			42.3100000000013	-2.56987026553097e-05		0.0299999999988358	infill_ei	0.389999999999418	0.00130525893584539	0.929991658077258	80
223	0.0297852259655662	0.872983598031706	192	501	0.929028591426607	0			24				initdesign				9
647	0.0466853577984857	0.645322048956176	170	453	0.929015505824027	0			46.2000000000007				initdesign				17
1920	0.0451060445157479	0.908039795737662	397	780	0.929002806043041	0			63.7099999999991				initdesign				14
2000	0.0188216767216695	0.926583814529199	91	64	0.928872422772401	30			137.34	-6.4709082590987e-05		0.0299999999988358	infill_ei	0.299999999999272	0.00109648009481168	0.930362316500965	50
333	0.039901047568982	0.852457506086482	471	612	0.928820426792437	0			38.8199999999997				initdesign				15
500	0.0155456675344028	0.823406737649604	360	144	0.928655752986547	0			74.3600000000006				initdesign				10
834	0.0309570357417633	0.948979451495714	33	1000	0.928408620635443	23			68.239999999998	-6.55530131438073e-05		0.0200000000004366	infill_ei	0.290000000000873	0.00138827773796247	0.929870034905798	43
1438	0.0125278469635621	0.947139798206645	432	986	0.928308301432384	0			125.16				initdesign				6
400	0.00568279787904396	0.747821723436801	271	822	0.920339868470336	0			32.2000000000007				initdesign				19
