Feature	Gain	Cover	Frequency
Master_mpagosdolares	0.000403002271187396	9.70064207322942e-06	0.000112330100722657
Master_delinquency	0.000387831298782087	0.00183834014259128	0.00063653723742839
mforex_sell	0.000322143355007497	0.00181671933683356	0.00112330100722657
mcheques_emitidos	0.000321109589032158	0.00258609743295305	0.000823754071966151
ctarjeta_master_debitos_automaticos	0.000304002024422419	0.000304778458073559	0.00104841427341147
cseguro_vivienda	0.000300336887642611	0.000486632181146027	0.000823754071966151
active_quarter	0.000298230638177929	0.00546081079517816	0.00205938517991538
minversion2	0.0002813790812866	0.0093078869252023	0.00239637548208335
Master_Finiciomora	0.000266520365157891	0.00278481768215796	0.000786310705058599
cseguro_vida	0.000213926818322798	0.000103153071057804	0.000299546935260419
mtarjeta_visa_descuentos	0.00020087506713149	0.00117170981358319	0.000861197438873704
mforex_buy	0.000199552573793408	0.00666260500645202	0.00168495151083985
minversion1_pesos	0.000195716407692711	0.00164668468122312	0.000861197438873704
ccajas_depositos	0.000187990847721181	8.01610329009136e-05	0.000336990302167971
Master_msaldodolares	0.000150589043876872	0.000164318123758663	0.000524207136705733
mcheques_depositados	0.00014534987271798	0.00341050587918327	0.00097352753959636
ccajas_extracciones	0.000101713770119673	0.00204997681280018	0.000861197438873704
cforex_sell	9.78593115583994e-05	0.00013914516436636	0.000299546935260419
ctarjeta_visa_descuentos	6.81030185504303e-05	0.0003689047110359	0.000299546935260419
ccheques_depositados	5.67060634390506e-05	0.000723181717738544	0.000299546935260419
mtarjeta_master_descuentos	4.8771243874009e-05	5.23467049327265e-05	0.000149773467630209
cinversion1	4.75110593384012e-05	4.94434052350163e-05	0.000149773467630209
cforex	3.84292336520981e-05	4.54344804862311e-05	0.000187216834537762
cforex_buy	1.27533590791618e-05	0.000122853048588801	3.74433669075523e-05
ccajeros_propios_descuentos	6.1770878503741e-06	9.68409905500885e-06	3.74433669075523e-05
ctarjeta_master_descuentos	5.75781920343494e-06	8.30459514672677e-06	3.74433669075523e-05
mprestamos_hipotecarios	5.39627536745367e-06	6.76701350878145e-06	3.74433669075523e-05
cinversion2	4.4250016812491e-06	0.000135280531498721	3.74433669075523e-05
cprestamos_hipotecarios	2.61565007090218e-07	0.000151273034835175	3.74433669075523e-05
