Feature	Gain	Cover	Frequency
Master_mfinanciacion_limite_lag1	0.00121607075778947	0.0012514138054102	0.00218558070049245
Visa_mlimitecompra_lag2	0.0011958531945286	0.00075392861132696	0.00201958722956897
Master_mlimitecompra_lag2	0.00111279183966792	0.000995593577317723	0.00190892491561999
rf_009_014	0.0010537955898844	1.80715240452014e-05	8.29967354617385e-05
mpayroll_delta2	0.00104438955252234	0.00151160404828749	0.00102362640402811
ccomisiones_otras_delta1	0.00104180817534427	0.00131544679111912	0.0021579151220052
Master_mconsumototal	0.00104156958535932	0.00145035294241875	0.00165993470923477
Master_mpagominimo_delta2	0.00104127167830541	0.00192303963045015	0.00154927239528579
Master_cconsumos	0.00102549669133031	0.00233732246362506	0.00135561334587506
Master_mconsumototal_lag2	0.000976255356107943	0.000954752697241477	0.00152160681679854
ccomisiones_mantenimiento	0.000963618808591506	0.00217613926417624	0.000995960825540862
Master_mlimitecompra_lag1	0.000958686426625586	0.000532694780290336	0.00160460355226028
ccallcenter_transacciones	0.00091591108833878	0.0027451744077491	0.00154927239528579
ccomisiones_mantenimiento_delta1	0.000910923509823695	0.000855001816395696	0.000636308305206662
Master_msaldototal_lag1	0.000881294992642944	0.00141648010054609	0.0014386100813368
Master_msaldototal_delta2	0.00081911429106574	0.00192737575797297	0.00165993470923477
rf_009_005	0.00080645363470878	4.20367879885378e-05	8.29967354617385e-05
cprestamos_personales	0.000800987878616401	0.00196142404453533	0.000968295247053616
rf_008_005	0.000788151552101471	9.42065883159074e-05	0.000110662313948985
ccallcenter_transacciones_delta1	0.000782791241310287	0.00168050921743524	0.00118961987495159
rf_007_003_delta2	0.00076524724001125	0.000373574858459492	0.000248990206385216
Master_mpagominimo_lag2	0.000732059117872443	0.0014441864220784	0.00124495103192608
Master_msaldototal_lag2	0.000673903025462369	0.00111130824258033	0.00116195429646434
Master_msaldototal_delta1	0.000662692768907646	0.00115604711912552	0.00118961987495159
mpayroll_sobre_edad_delta2	0.000657756052794708	0.00136147530630124	0.000857632933104631
rf_011_005	0.000657080288480161	0.000487081564318919	0.000636308305206662
mtarjeta_master_consumo_delta2	0.000648956147185966	0.0018149294109779	0.00105129198251535
internet_lag2	0.000640427787746281	0.00155494225133733	0.0010789575610026
rf_019_010	0.000638766241114751	0.000244513899349345	0.000138327892436231
Master_cconsumos_lag2	0.000631469866042803	0.00224378112311888	0.00118961987495159
Master_mconsumototal_lag1	0.000630535633143741	0.000901457166877698	0.00146627565982405
Master_fultimo_cierre_delta1	0.000626220070050108	0.000304941857187615	0.00118961987495159
cprestamos_personales_lag2	0.000618422128573836	0.00478903246158594	0.00118961987495159
ccomisiones_mantenimiento_lag2	0.000618411112739188	0.00061877707779694	0.000995960825540862
rf_008_011_lag1	0.00059690703724189	0.000294069333464917	0.000470314834283185
Master_fultimo_cierre_delta2	0.00056643526362315	0.000392758413435194	0.00157693797377303
Visa_status_delta2	0.000562595053731182	0.00117631843117739	0.000387318098821446
rf_015_014	0.000550728331501893	0.000272325728030668	0.000248990206385216
mpayroll_sobre_edad_lag2	0.000548109654053856	0.00116964288090171	0.00124495103192608
mpayroll_delta1	0.000547578337480458	0.00215132465566658	0.000912964090079124
ctarjeta_master_transacciones	0.000546912624739892	0.000848129671933466	0.000691639462181154
thomebanking_lag2	0.000533269049263739	0.000203076987998483	0.000912964090079124
Master_mpagominimo_lag1	0.000529952403880319	0.00069135902659833	0.00116195429646434
Master_mconsumototal_delta2	0.000523365966156946	0.000730620904467231	0.00102362640402811
ccomisiones_mantenimiento_lag1	0.000491176893254546	0.0021426588896711	0.000857632933104631
thomebanking_delta1	0.000478096515051852	0.000925995630252468	0.000774636197642893
ctarjeta_master_transacciones_lag2	0.000459326844050047	0.0008758352724602	0.0007193050406684
ccallcenter_transacciones_lag2	0.00045783926711052	0.00125889904494563	0.000829967354617385
rf_010_000	0.000454886777351008	0.000819400483826657	0.000304321363359708
Visa_fultimo_cierre_delta1	0.000444602497092276	0.00016508359926967	0.00094062966856637
ccallcenter_transacciones_lag1	0.000437123013295203	0.000914608789220223	0.0007193050406684
thomebanking_delta2	0.000431181532460243	0.00131604762909757	0.000746970619155647
rf_011_005_lag2	0.000427850314469304	0.000215873635263345	0.000636308305206662
rf_014_005	0.000425916251295255	9.64251224675073e-05	0.000331986941846954
rf_006_001	0.000403642642702946	0.000417124316142556	0.000442649255795939
Visa_fultimo_cierre_delta2	0.000402981879214496	0.000601606330049019	0.000968295247053616
rf_014_002_delta2	0.000401003775288901	0.00124108035352176	0.000387318098821446
mpayroll_sobre_edad_delta1	0.000396674146224664	0.000894600163532524	0.00121728545343883
rf_011_004_lag2	0.000396059281465807	0.000213244848940065	0.000553311569744923
thomebanking_lag1	0.000394517322495741	0.000309617578335852	0.000774636197642893
mtarjeta_master_consumo_delta1	0.000392626776001792	0.000776197589489558	0.000774636197642893
